Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
HP,Gaming,17.3,12,Windows 10,3.78,1086.2726400000001,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1187.9308800000001,2.6,Intel, Core i7 6600U ,256.0,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 520
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1278.0806400000001,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
HP,Notebook,15.6,8,Windows 10,1.9,737.82144,2.5,Intel, Core i5 7200U ,500.0,0.0,HDD,None,0,1920x1080,Without,AMD, FirePro W4190M 
Google,Ultrabook,12.3,8,Chrome OS,1.1,815.184,1.2,Intel, Core i5 7Y57 ,128.0,0.0,SSD,None,1,2400x1600,Without,Intel, HD Graphics 615
Dell,Ultrabook,13.3,8,Windows 10,1.42,1177.605216,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
Asus,Notebook,15.6,12,Windows 10,2.06,830.52864,2.6,Intel, Core i7 6700HQ ,128.0,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Intel, HD Graphics 530
Dell,Notebook,14.0,8,Windows 10,1.79,473.1264,2.3,Intel, Core i3 6100U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,14.0,8,Windows 10,1.7,872.08704,2.5,Intel, Core i5 7200U ,180.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Toshiba,Notebook,13.3,8,Windows 10,1.05,1069.00992,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.16,806.8723200000001,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Windows 10,2.18,375.04857599999997,2.4,Intel, Core i3 7100U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,13.3,4,Windows 10,1.49,464.17536,1.6,Intel, Core i5 8250U ,128.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Chuwi,Notebook,15.6,4,Windows 10,1.89,159.136704,1.44,Intel, Atom x5-Z8350 ,64.0,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics
Lenovo,Notebook,15.6,4,Windows 10,2.3,361.2384,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,14.0,8,Windows 10,1.75,670.6886400000001,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Dell,Workstation,15.6,16,Windows 10,2.17,1494.82368,2.7,Intel, Core i7 6820HQ ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M620
Dell,Notebook,15.6,16,Windows 10,2.06,1214.14464,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1149.5692800000002,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Ultrabook,12.5,16,Windows 10,0.91,1246.752,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,Windows 10,2.3,647.0259264,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,1789.56864,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Asus,Gaming,15.6,8,Windows 10,1.99,863.136,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Acer,Notebook,15.6,8,Windows 10,2.2,370.18944,2.5,AMD, A10-Series 9620P ,1000.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon RX 540
Asus,Gaming,17.3,24,Windows 10,4.33,811.3478400000001,2.6,Intel, Core i7 6700HQ ,256.0,1000.0,SSD,HDD,1,1920x1080,IPSPanel,Nvidia, GeForce GTX 965M
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,702.65664,2.3,Intel, Core i5 6200U ,180.0,0.0,SSD,None,0,1366x768,IPSPanel,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,2.17,574.720704,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
HP,Notebook,14.0,8,Windows 10,1.48,1118.24064,2.8,Intel, Core i7 7600U ,1000.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,13.3,8,Windows 10,1.4,606.75264,2.4,Intel, Core i3 7100U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,Windows 10,2.3,582.45696,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Netbook,11.6,4,Windows 10 S,1.2,217.38240000000002,1.1,Intel, Celeron Dual Core N3350 ,64.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
HP,Notebook,15.6,8,Windows 10,1.91,395.7574464,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1366x768,Without,AMD, Radeon 520
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1022.33664,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
Lenovo,Notebook,14.0,4,Windows 10,2.1,191.16863999999998,1.1,Intel, Celeron Dual Core N3350 ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Lenovo,Netbook,11.6,4,Chrome OS,1.25,169.43040000000002,1.6,Intel, Celeron Dual Core N3060 ,16.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 400
Lenovo,Notebook,13.3,8,Windows 10,1.44,606.75264,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,8,Windows 10,2.0,782.57664,2.7,Intel, Core i7 7500U ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Windows 10,2.2,391.92768,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
HP,Ultrabook,13.3,8,Windows 10,1.34,845.87328,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Gaming,15.6,8,No OS,2.4,734.62464,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Ultrabook,13.3,8,Windows 10,1.29,574.7846400000001,2.5,Intel, Core i5 7200U ,128.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Windows 10,2.2,408.55104,2.7,Intel, Core i7 7500U ,500.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,8,Windows 10,2.18,534.50496,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,16,Windows 10,2.2,779.5332864,1.8,Intel, Core i7 8550U ,256.0,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Xiaomi,Notebook,15.6,16,No OS,1.95,895.0720319999999,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
Asus,Netbook,11.6,2,Windows 10,1.1,156.6432,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
HP,Notebook,15.6,4,Windows 10,2.04,333.40705920000005,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,1,1366x768,Without,Intel, UHD Graphics 620
Asus,Gaming,15.6,24,Windows 10,2.24,1897.62048,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX1080
HP,Notebook,15.6,8,Windows 10,2.04,568.39104,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Asus,Gaming,17.3,16,Windows 10,3.0,961.59744,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX1050 Ti
Lenovo,Gaming,15.6,8,Windows 10,3.2,894.46464,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
HP,Ultrabook,13.3,8,Windows 10,1.32,894.46464,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,14.0,8,Windows 10,1.64,818.2081728,2.6,Intel, Core i5 7300U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,1.63,440.51903999999996,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,17.3,8,Linux,2.8,568.39104,1.6,Intel, Core i5 8250U ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,AMD, Radeon 530
Lenovo,Notebook,24.0,8,Windows 7,2.02,856.7424,2.3,Intel, Core i5 6200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,4,Windows 10,2.2,510.84864000000005,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 920MX
Lenovo,Notebook,15.6,8,No OS,2.2,293.46624,2.0,Intel, Core i3 6006U ,2000.0,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce 920MX 
Dell,Notebook,15.6,4,Windows 10,2.3,374.0256,2.5,Intel, Core i5 7200U ,500.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Dell,Notebook,15.6,8,Windows 10,1.9,880.39872,2.8,Intel, Core i5 7440HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Gaming,17.3,16,Windows 10,4.42,1926.2446272000002,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
Toshiba,Notebook,15.6,8,Windows 10,2.0,549.8496,2.5,Intel, Core i5 7200U ,500.0,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Notebook,15.6,8,Windows 10,2.0,830.52864,2.7,Intel, Core i7 7500U ,256.0,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Nvidia, GeForce GTX 960M
Mediacom,Notebook,13.3,4,Windows 10,1.2,235.92384,1.1,Intel, Celeron Quad Core N3450 ,32.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 500
Asus,Gaming,15.6,8,Windows 10,2.3,1054.30464,2.5,Intel, Core i5 7300HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Notebook,15.6,8,Windows 10,1.93,875.28384,2.8,Intel, Core i7 7600U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Notebook,15.6,8,Windows 10,2.2,509.83205760000004,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
HP,Notebook,15.6,4,Windows 10,1.86,255.09824640000002,1.6,Intel, Pentium Quad Core N3710 ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 405
HP,Gaming,17.3,12,Windows 10,2.62,1150.20864,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Lenovo,Notebook,14.0,8,Windows 10,1.87,549.21024,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Dell,Ultrabook,13.3,8,Windows 10,1.2,894.46464,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,1,3200x1800,Without,Intel, UHD Graphics 620
Dell,Notebook,14.0,4,Windows 10,1.6,470.4858432,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Ultrabook,13.3,8,Windows 10,1.34,732.0672,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,3200x1800,IPSPanel,Intel, HD Graphics 620
Acer,Gaming,15.6,8,Linux,2.4,510.20928000000004,2.5,Intel, Core i5 7300HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Notebook,15.6,4,Windows 10,2.0,223.13664000000003,1.8,AMD, E-Series 7110 ,500.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R2 Graphics
HP,Notebook,15.6,4,Windows 10,2.1,451.06848,2.4,Intel, Core i3 7100U ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,4,Windows 10,1.87,501.89760000000007,2.5,Intel, Core i5 7200U ,500.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,No OS,2.15,295.60809600000005,2.3,Intel, Core i5 6200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,4,Windows 10,1.86,253.82592,2.0,Intel, Core i3 6006U ,500.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,1.99,1105.45344,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,319.04064,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,1.9,714.1587264,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Gaming,17.3,16,Windows 10,4.42,1725.63264,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
HP,Notebook,17.3,8,Windows 10,2.65,347.90774400000004,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1600x900,Without,Intel, HD Graphics 520
HP,Notebook,17.3,8,Windows 10,2.63,818.3807999999999,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Asus,Notebook,15.6,4,Linux,2.0,143.21663999999998,1.1,Intel, Celeron Dual Core N3350 ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Mediacom,Notebook,13.3,4,Windows 10,1.35,163.0368,1.44,Intel, Atom x5-Z8350 ,32.0,0.0,FlashStorage,None,0,1920x1080,IPSPanel,Intel, HD Graphics
Lenovo,Notebook,17.3,6,Windows 10,2.8,606.75264,2.7,Intel, Core i7 7500U ,128.0,1000.0,SSD,HDD,0,1600x900,Without,Nvidia, GeForce 940MX
HP,Notebook,15.6,6,Windows 10,1.91,363.731904,2.5,AMD, A10-Series A10-9620P ,128.0,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Dell,Notebook,15.6,4,Windows 10,2.18,395.060544,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,223.13664000000003,2.0,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,1,1920x1080,IPSPanel,Intel, HD Graphics 500
Lenovo,Notebook,15.6,4,Windows 10,2.05,402.7968,2.7,Intel, Core i3 7130U ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Ultrabook,13.3,16,Windows 10,1.16,1256.3424,1.2,Intel, Core M 6Y75 ,512.0,0.0,SSD,None,1,3200x1800,IPSPanel,Intel, HD Graphics 515
Lenovo,Notebook,17.3,8,Windows 10,3.4,1917.44064,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M620M
Asus,Notebook,15.6,8,Windows 10,2.5,536.42304,2.5,Intel, Core i5 7300HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Ultrabook,13.3,8,Windows 10,1.21,1022.33664,1.6,Intel, Core i5 8250U ,128.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Dell,Notebook,15.6,4,Windows 10,1.93,613.1462399999999,2.6,Intel, Core i5 7300U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,219.93984,1.1,Intel, Pentium Quad Core N4200 ,500.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 505
Lenovo,Notebook,14.0,4,Windows 10,2.02,632.9664,2.5,Intel, Core i5 7200U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Workstation,17.3,8,Windows 10,3.14,1189.8425664000001,2.8,Intel, Core i5 7440HQ ,500.0,0.0,HDD,None,0,1600x900,Without,Nvidia, Quadro M1200
HP,Notebook,14.0,8,Windows 10,1.94,248.71104,1.6,Intel, Pentium Quad Core N3710 ,2000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 405
HP,Notebook,15.6,6,Windows 10,1.95,414.94464000000005,3.0,AMD, A9-Series A9-9420 ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Lenovo,Notebook,15.6,8,Windows 10,2.3,530.6688,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.05,437.96160000000003,1.6,Intel, Core i5 8250U ,500.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Mediacom,Notebook,14.0,4,Windows 10,1.4,159.20064,1.44,Intel, Atom x5-Z8350 ,32.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1192.4064,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Gaming,17.3,32,Windows 10,4.6,1702.61568,2.7,Intel, Core i7 6820HK ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
MSI,Gaming,17.3,16,Windows 10,4.14,1744.81344,2.9,Intel, Core i7 7820HK ,512.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Dell,Notebook,15.6,8,Linux,2.2,478.88703360000005,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Mediacom,Notebook,14.0,4,Windows 10,1.45,248.71104,1.1,Intel, Celeron Quad Core N3450 ,32.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,1.9,644.8073472,2.6,Intel, Core i5 7300U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,13.3,4,Windows 10,1.49,459.69984,2.4,Intel, Core i3 7100U ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,16,Windows 10,1.93,982.9456704,2.8,Intel, Core i7 7600U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Netbook,11.6,4,Chrome OS,1.26,188.6112,1.6,Intel, Celeron Dual Core N3060 ,16.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
MSI,Gaming,17.3,16,Windows 10,4.5,1501.85664,2.7,Intel, Core i7 6820HK ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 980M
HP,Gaming,17.3,16,Windows 10,3.78,957.76128,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Lenovo,Ultrabook,14.0,12,Windows 10,8.4,1069.64928,2.6,Intel, Core i7 6600U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 520
Lenovo,Notebook,15.6,12,Windows 10,2.2,389.37024,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,8,Windows 10,2.73,1131.6672,2.5,Intel, Core i5 7300HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,472.48704,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,12,Windows 10,2.2,606.75264,3.6,AMD, A12-Series 9720P ,512.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
Samsung,Notebook,15.6,16,Windows 10,2.5,1086.2726400000001,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Notebook,17.3,4,No OS,2.8,338.22144,2.0,Intel, Core i3 6006U ,500.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,2.29,293.46624,2.3,Intel, Core i3 6100U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1294.704,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,Windows 10,1.7,942.41664,2.5,Intel, Core i5 7300HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 630
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1067.7312000000002,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.06,1127.19168,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,1,1920x1080,Without,Nvidia, Quadro M620
HP,Notebook,15.6,8,Windows 10,1.84,779.3798400000001,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,2.1,427.3993728,2.4,Intel, Core i3 7100U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Acer,Notebook,14.0,4,Windows 10,1.6,210.34944,1.1,Intel, Celeron Quad Core N3450 ,32.0,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics 500
MSI,Gaming,17.3,16,Windows 10,4.14,1405.95264,2.7,Intel, Core i7 6820HK ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 970M
Dell,Notebook,15.6,4,Linux,2.18,297.30240000000003,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
MSI,Gaming,15.6,16,Windows 10,1.8,1469.8886400000001,2.8,Intel, Core i7 7700HQ ,256.0,2000.0,SSD,HDD,0,3840x2160,Without,Nvidia, GeForce GTX 1060
Toshiba,Notebook,15.6,8,Windows 10,2.2,894.46464,2.5,Intel, Core i7 6500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 520
Lenovo,Notebook,15.6,6,Windows 10,2.4,360.59904,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,830.52864,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 630
Acer,Notebook,14.0,4,Windows 10,1.6,223.13664000000003,1.6,Intel, Pentium Quad Core N3710 ,128.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 405
Dell,Gaming,15.6,16,Windows 10,2.59,562.0038336,2.6,Intel, Core i7 6700HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 960<U+039C>
Dell,Notebook,15.6,4,Linux,2.18,283.81190399999997,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Linux,2.25,229.53024000000002,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Linux,1.93,555.60384,2.6,Intel, Core i5 7300U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,8,Windows 10,3.0,746.77248,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Ultrabook,15.6,8,Windows 10,1.84,888.07104,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
MSI,Gaming,15.6,16,Windows 10,2.94,1449.9789696,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,242.31744,1.6,Intel, Celeron Quad Core N3160 ,32.0,0.0,FlashStorage,None,1,1366x768,IPSPanel,Intel, HD Graphics 400
HP,Notebook,14.0,8,Windows 10,2.31,718.6406400000001,2.6,Intel, Core i5 7300U ,256.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,Windows 7,1.65,936.6623999999999,2.3,Intel, Core i5 6200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Windows 10,2.2,496.14336,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
Fujitsu,Notebook,15.6,8,Windows 10,2.2,510.84864000000005,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 7,1.88,595.88352,2.3,Intel, Core i5 6200U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
